timestamp,IowaRiver_IowaCity_NitrateLevel,IowaRiver_IowaCity_Flow,IowaRiver_IowaCity_GaugeHeight,IowaRiver_BelowCoralvilleDam_Flow,IowaRiver_BelowCoralvilleDam_GaugeHeight  ,WCP_00_TT_091  ,WP_WC_Nitrate_River,PRCP
2021-03-08 21:06:00+00:00,4.04417,15.90862664,6089.651788,6089.966398,53.44390151,51.19203186,4.300000191,0.0
2021-03-08 22:06:00+00:00,4.06417,15.93,6099.651788,6099.966398,53.45527207,51.35237885,4.300000191,0.0
2021-03-08 23:06:00+00:00,4.06917,15.95862664,6100.0,6100.0,53.46664262,50.68738174,4.300000191,0.0
2021-03-09 00:06:00+00:00,4.06727,15.98862664,6100.0,6100.0,53.47801318,50.18000031,4.300000191,0.0
2021-03-09 01:06:00+00:00,4.07,16.00862664,6100.0,6100.0,53.48938374,48.74000168,4.300000191,0.0
2021-03-09 02:06:00+00:00,4.07,16.02862664,6100.0,6100.0,53.5007543,47.78277969,4.300000191,0.0
2021-03-09 03:06:00+00:00,4.08167,16.04,6104.825894,6104.983199,53.51212486,47.55334473,4.300000191,0.0
2021-03-09 04:06:00+00:00,4.1,16.05,6109.825894,6109.983199,53.52349542,46.56518936,4.300000191,0.0
2021-03-09 05:06:00+00:00,4.10385,16.05,6110.0,6110.0,53.53486597,47.36048889,4.304559231,0.0
2021-03-09 06:06:00+00:00,4.135,16.05,6110.0,6110.0,53.54623653,53.89066696,4.31705904,0.0
2021-03-09 07:06:00+00:00,4.14917,16.05,6114.825894,6114.983199,53.55760709,59.7326622,4.329559326,0.0
2021-03-09 08:06:00+00:00,4.17417,16.06862664,6119.825894,6119.983199,53.56897765,64.00502014,4.342059135,0.0
2021-03-09 09:06:00+00:00,4.19,16.12725328,6120.0,6120.0,53.58034821,65.65924072,4.354558945,0.0
2021-03-09 10:06:00+00:00,4.21667,16.19725328,6120.0,6120.0,53.59171877,67.38699341,4.367059231,0.0
2021-03-09 11:06:00+00:00,4.2225,16.27725328,6115.174106,6115.016801,53.60308932,68.81253815,4.37955904,0.0
2021-03-09 12:06:00+00:00,4.25083,16.34725328,6110.174106,6110.016801,53.61445988,69.40000153,4.392059326,0.0
2021-03-09 13:06:00+00:00,4.26,16.40862664,6110.0,6110.0,53.62583044,70.23698425,4.400000095,0.0
2021-03-09 14:06:00+00:00,4.25583,16.46725328,6110.0,6110.0,53.637201,69.09871674,4.400000095,0.0
2021-03-09 15:06:00+00:00,4.23083,16.50862664,6110.0,6110.0,53.64857156,67.11639404,4.400000095,0.0
2021-03-09 16:06:00+00:00,4.22,16.53862664,6110.0,6110.0,53.65994212,65.55731201,4.400000095,0.0
2021-03-09 17:06:00+00:00,4.22,16.56,6201.691984,6204.680778,53.67131268,64.40028381,4.400000095,0.0
2021-03-09 18:06:00+00:00,4.22,16.58,6296.691984,6299.680778,53.68268323,63.17522049,4.400000095,0.0
2021-03-09 19:06:00+00:00,4.21917,16.6,6346.650308,6348.170922,53.69405379,61.85881805,4.400000095,0.0
2021-03-09 20:06:00+00:00,4.22,16.62,6394.983641,6396.504255,53.70542435,60.73283005,4.400000095,0.0
2021-03-09 21:06:00+00:00,4.22,16.64,6443.316974,6444.837589,53.71679491,60.3914032,4.395644665,0.0
2021-03-09 22:06:00+00:00,4.2225,16.65,6491.650308,6493.170922,53.72816547,61.75210571,4.383131981,0.0
2021-03-09 23:06:00+00:00,4.24071,16.67,6539.983641,6541.504255,53.73953603,60.01448822,4.37061882,0.0
2021-03-10 00:06:00+00:00,4.26,16.68862664,6588.316974,6589.837589,53.75090658,57.80707169,4.358105659,0.3
2021-03-10 01:06:00+00:00,4.26333,16.7,6594.825894,6594.983199,53.76227714,58.18791962,4.345592499,0.3
2021-03-10 02:06:00+00:00,4.27917,16.72,6599.825894,6599.983199,53.7736477,56.06417847,4.333079815,0.3
2021-03-10 03:06:00+00:00,4.28,16.73862664,6604.825894,6604.983199,53.78501826,56.1857605,4.320566654,0.3
2021-03-10 04:06:00+00:00,4.28917,16.75,6609.825894,6609.983199,53.79638882,56.63327408,4.308053493,0.3
2021-03-10 05:06:00+00:00,4.29333,16.75862664,6622.064735,6622.457997,53.80775938,58.08092117,4.295540333,0.3
2021-03-10 06:06:00+00:00,4.3,16.76,6634.564735,6634.957997,53.81912993,59.69918442,4.283027172,0.3
2021-03-10 07:06:00+00:00,4.3,16.76,6647.064735,6647.457997,53.83050049,60.76547623,4.270514488,0.3
2021-03-10 08:06:00+00:00,4.3,16.76,6659.564735,6659.957997,53.84187105,62.48373032,4.258001328,0.3
2021-03-10 09:06:00+00:00,4.3,16.75,6708.258939,6709.831988,53.85324161,63.23597336,4.245488167,0.3
2021-03-10 10:06:00+00:00,4.30583,16.74,6758.258939,6759.831988,53.86461217,63.98256302,4.232975006,0.3
2021-03-10 11:06:00+00:00,4.32333,16.73,6808.258939,6809.831988,53.87598273,64.51999664,4.220462322,0.3
2021-03-10 12:06:00+00:00,4.33833,16.72137336,6858.258939,6859.831988,53.88735328,66.62864685,4.207949162,0.3
2021-03-10 13:06:00+00:00,4.34167,16.71,6917.910727,6919.798386,53.89872384,68.37702942,4.213648319,0.3
2021-03-10 14:06:00+00:00,4.35583,16.7,6977.910727,6979.798386,53.86843497,69.0044632,4.251070499,0.3
2021-03-10 15:06:00+00:00,4.3775,16.69,6936.566955,6935.151211,53.83287941,66.45771027,4.28849268,0.3
2021-03-10 16:06:00+00:00,4.38,16.68137336,6891.566955,6890.151211,53.80559398,65.23995972,4.32591486,0.3
2021-03-10 17:06:00+00:00,4.38083,16.67,6779.00444,6775.386427,53.78300574,64.58000183,4.363336563,0.3
2021-03-10 18:06:00+00:00,4.38333,16.66137336,6664.00444,6660.386427,53.76041751,58.81999969,4.400758743,0.3
2021-03-10 19:06:00+00:00,4.38833,16.67,6660.0,6660.0,53.73782927,50.45126724,4.438180923,0.3
2021-03-10 20:06:00+00:00,4.40583,16.69862664,6660.0,6660.0,53.71524104,45.03193283,4.475603104,0.3
2021-03-10 21:06:00+00:00,4.40917,16.71,6640.696424,6640.067205,53.6926528,43.00482941,4.508713722,0.3
2021-03-10 22:06:00+00:00,4.42417,16.71137336,6620.696424,6620.067205,53.67006457,42.12670517,4.53374815,0.3
2021-03-10 23:06:00+00:00,4.4525,16.71,6431.790137,6425.655246,53.64747633,39.61634445,4.558783054,0.3
2021-03-11 00:06:00+00:00,4.45727,16.7,6236.790137,6230.655246,53.6248881,37.80707932,4.583817959,0.0
2021-03-11 01:06:00+00:00,4.47167,16.69,6220.348212,6220.033602,53.60229986,36.97000122,4.608852863,0.0
2021-03-11 02:06:00+00:00,4.50083,16.67137336,6210.348212,6210.033602,53.57971163,35.02978134,4.633887291,0.0
2021-03-11 03:06:00+00:00,4.53583,16.66137336,6205.174106,6205.016801,53.55712339,34.59161758,4.658922195,0.0
2021-03-11 04:06:00+00:00,4.57333,16.65137336,6200.174106,6200.016801,53.53453516,34.80214691,4.6839571,0.0
2021-03-11 05:06:00+00:00,4.60417,16.64,6200.0,6200.0,53.51194692,36.34000015,4.708992004,0.0
2021-03-11 06:06:00+00:00,4.6475,16.63,6200.0,6200.0,53.48935869,36.66767502,4.734026432,0.0
2021-03-11 07:06:00+00:00,4.66083,16.61137336,6190.348212,6190.033602,53.46677045,38.73355103,4.759061337,0.0
2021-03-11 08:06:00+00:00,4.68167,16.56274672,6180.348212,6180.033602,53.44418221,40.12170792,4.784096241,0.0
2021-03-11 09:06:00+00:00,4.7025,16.47274672,6126.915167,6125.184813,53.42159398,42.5126152,4.800000191,0.0
2021-03-11 10:06:00+00:00,4.70933,16.35274672,6071.915167,6070.184813,53.39900574,45.73805618,4.800000191,0.0
2021-03-11 11:06:00+00:00,4.72333,16.23412008,6060.348212,6060.033602,53.37641751,48.78901291,4.800000191,0.0
2021-03-11 12:06:00+00:00,4.76333,16.12274672,6050.348212,6050.033602,53.35382927,49.30513,4.800000191,0.0
2021-03-11 13:06:00+00:00,4.79917,16.03274672,6059.651788,6059.966398,53.35,50.12221146,4.800000191,0.0
2021-03-11 14:06:00+00:00,4.82833,15.95274672,6093.035756,6099.327953,53.35346802,51.25735855,4.800000191,0.0
2021-03-11 15:06:00+00:00,4.8275,15.90137336,6054.303576,6054.932795,53.34775533,48.49308777,4.800000191,0.0
2021-03-11 16:06:00+00:00,4.83083,15.86137336,6080.0,6080.0,53.36551066,46.93000031,4.800000191,0.0
2021-03-11 17:06:00+00:00,4.8525,15.84,6028.607151,6029.865591,53.33551066,45.21443176,4.800000191,0.0
2021-03-11 18:06:00+00:00,4.87917,15.81,6044.428605,6049.462362,53.34,42.82814026,4.800000191,0.0
2021-03-11 19:06:00+00:00,4.88083,15.79,6036.964244,6030.672047,53.33551066,40.50971222,4.800000191,0.0
2021-03-11 20:06:00+00:00,4.88167,15.77,6030.0,6030.0,53.34102132,39.352108,4.800000191,0.0
2021-03-11 21:06:00+00:00,4.90917,15.75,6057.214303,6059.731181,53.35,36.2951355,4.808713913,0.0
2021-03-11 22:06:00+00:00,4.93167,15.74,6057.214303,6059.731181,53.32244669,35.66453552,4.833748341,0.0
2021-03-11 23:06:00+00:00,4.9525,15.72137336,6016.964244,6010.672047,53.33653198,34.58892059,4.858783245,0.0
2021-03-12 00:06:00+00:00,4.96,15.71,6038.607151,6039.865591,53.33448934,34.80715179,4.88381815,0.0
2021-03-12 01:06:00+00:00,4.9725,15.7,6064.428605,6069.462362,53.34346802,32.81138611,4.908852577,0.0
2021-03-12 02:06:00+00:00,4.99833,15.69,5988.607151,5989.865591,53.31551066,32.55842209,4.933887482,0.0
2021-03-12 03:06:00+00:00,5.01,15.68,6012.785697,6010.268819,53.31448934,33.65275192,4.958922386,0.0
2021-03-12 04:06:00+00:00,5.02667,15.67862664,5986.964244,5980.672047,53.31102132,34.95497131,4.983956814,0.0
2021-03-12 05:06:00+00:00,5.03917,15.67137336,5981.392849,5980.134409,53.30551066,38.15116882,5.008991718,0.0
2021-03-12 06:06:00+00:00,5.04833,15.67,5974.428605,5979.462362,53.29448934,41.79506683,5.034026623,0.0
2021-03-12 07:06:00+00:00,5.05333,15.66,5452.03552,5423.091417,52.89489339,43.41042709,5.05906105,0.0
2021-03-12 08:06:00+00:00,5.06083,15.61274672,4953.928487,4941.344094,52.63346802,45.46764374,5.084095955,0.0
2021-03-12 09:06:00+00:00,5.0775,15.47549344,4792.785697,4790.268819,52.51693603,47.13392258,5.099999905,0.0
2021-03-12 10:06:00+00:00,5.0475,15.2868668,4685.571395,4680.537638,52.46897868,48.88486481,5.099999905,0.0
2021-03-12 11:06:00+00:00,5.03417,15.0768668,4645.821454,4649.596772,52.45448934,49.69338226,5.099999905,0.0
2021-03-12 12:06:00+00:00,5.05,14.8768668,4610.0,4610.0,52.41897868,49.90255737,5.099999905,0.0
2021-03-12 13:06:00+00:00,5.06,14.71412008,4644.428605,4649.462362,52.43244669,49.62992859,5.109098911,0.0
2021-03-12 14:06:00+00:00,5.0725,14.58412008,4564.178546,4560.403228,52.41102132,50.29579926,5.134047031,0.0
2021-03-12 15:06:00+00:00,5.08417,14.50274672,4584.178546,4580.403228,52.41551066,48.5936203,5.158995152,0.0
2021-03-12 16:06:00+00:00,5.09583,14.43274672,4590.0,4590.0,52.42551066,48.29999924,5.183943272,0.0
2021-03-12 17:06:00+00:00,5.12167,14.39137336,4590.0,4590.0,52.43102132,46.39316559,5.208891392,0.0
2021-03-12 18:06:00+00:00,5.13583,14.35137336,4566.964244,4560.672047,52.42204264,42.55418777,5.233839512,0.0
2021-03-12 19:06:00+00:00,5.14,14.33137336,4634.428605,4639.462362,52.43346802,40.84461212,5.258787632,0.0
2021-03-12 20:06:00+00:00,5.14333,14.31137336,4590.0,4590.0,52.41448934,39.10770416,5.283735275,0.0
2021-03-12 21:06:00+00:00,5.16083,14.3,4583.035756,4589.327953,52.41448934,39.59669876,5.300000191,0.0
2021-03-12 22:06:00+00:00,5.1725,14.28,4570.0,4570.0,52.41551066,39.52719879,5.300000191,0.0
2021-03-12 23:06:00+00:00,5.17667,14.27137336,4531.392849,4530.134409,52.39653198,39.07281494,5.300000191,0.0
2021-03-13 00:06:00+00:00,5.18,14.26137336,4546.964244,4540.672047,52.39551066,38.54577637,5.300000191,0.0
2021-03-13 01:06:00+00:00,5.18667,14.26,4576.964244,4570.672047,52.40448934,38.67660141,5.300000191,0.0
2021-03-13 02:06:00+00:00,5.18917,14.25,4564.178546,4560.403228,52.41102132,39.54639816,5.300000191,0.0
2021-03-13 03:06:00+00:00,5.21917,14.24,4585.821454,4589.596772,52.40897868,39.70009232,5.300000191,0.0
2021-03-13 04:06:00+00:00,5.23,14.23,4544.178546,4540.403228,52.38448934,37.92277145,5.30405283,0.0
2021-03-13 05:06:00+00:00,5.235,14.22137336,4540.0,4540.0,52.40102132,41.49560928,5.315163612,0.0
2021-03-13 06:06:00+00:00,5.25667,14.22,4550.0,4550.0,52.4,44.88492584,5.326274872,0.0
2021-03-13 07:06:00+00:00,5.26083,14.22,4571.392849,4570.134409,52.40448934,49.74000168,5.337386131,0.0
2021-03-13 08:06:00+00:00,5.26,14.21,4578.607151,4579.865591,52.40346802,52.70553207,5.348496914,0.0
2021-03-13 09:06:00+00:00,5.27,14.21,4545.571395,4540.537638,52.40102132,54.44092178,5.359608173,0.0
2021-03-13 10:06:00+00:00,5.27,14.21,4567.214303,4569.731181,52.41,56.63000107,5.370719433,0.0
2021-03-13 11:06:00+00:00,5.27583,14.21,4574.178546,4570.403228,52.39897868,56.7815361,5.381830215,0.0
2021-03-13 12:06:00+00:00,5.2875,14.21,4524.178546,4520.403228,52.40204264,58.4975853,5.392941475,0.0
2021-03-13 13:06:00+00:00,5.27917,14.2,4580.0,4580.0,52.39795736,58.54137039,5.404549599,0.0
2021-03-13 14:06:00+00:00,5.2775,14.2,4552.785697,4550.268819,52.41102132,57.57394409,5.417023659,0.0
2021-03-13 15:06:00+00:00,5.2725,14.2,4544.178546,4540.403228,52.40653198,56.38355637,5.429497719,0.0
